start_time,end_time,transfer,bandwidth
0.0,1.0,411 KBytes,3.37 Mbits/sec
1.0,2.0,338 KBytes,2.77 Mbits/sec
2.0,3.0,255 KBytes,2.09 Mbits/sec
3.0,4.0,318 KBytes,2.61 Mbits/sec
4.0,5.0,318 KBytes,2.61 Mbits/sec
5.0,6.0,324 KBytes,2.65 Mbits/sec
6.0,7.0,406 KBytes,3.32 Mbits/sec
7.0,8.0,327 KBytes,2.68 Mbits/sec
8.0,9.0,191 KBytes,1.56 Mbits/sec
9.0,10.0,324 KBytes,2.65 Mbits/sec
10.0,11.0,264 KBytes,2.17 Mbits/sec
11.0,12.0,409 KBytes,3.35 Mbits/sec
12.0,13.0,445 KBytes,3.65 Mbits/sec
13.0,14.0,382 KBytes,3.13 Mbits/sec
14.0,15.0,382 KBytes,3.13 Mbits/sec
15.0,16.0,255 KBytes,2.09 Mbits/sec
16.0,17.0,509 KBytes,4.17 Mbits/sec
17.0,18.0,382 KBytes,3.13 Mbits/sec
18.0,19.0,382 KBytes,3.13 Mbits/sec
19.0,20.0,382 KBytes,3.13 Mbits/sec
20.0,21.0,382 KBytes,3.13 Mbits/sec
21.0,22.0,382 KBytes,3.13 Mbits/sec
22.0,23.0,382 KBytes,3.13 Mbits/sec
23.0,24.0,255 KBytes,2.08 Mbits/sec
24.0,25.0,255 KBytes,2.08 Mbits/sec
25.0,26.0,382 KBytes,3.13 Mbits/sec
26.0,27.0,382 KBytes,3.13 Mbits/sec
27.0,28.0,382 KBytes,3.13 Mbits/sec
28.0,29.0,382 KBytes,3.13 Mbits/sec
29.0,29.38,127 KBytes,2.73 Mbits/sec
0.0,29.38,10.1 MBytes,2.87 Mbits/sec
0.0,29.43,9.83 MBytes,2.80 Mbits/sec
