start_time,end_time,transfer,bandwidth
0.0,1.0,3.15 MBytes,26.4 Mbits/sec
1.0,2.0,2.42 MBytes,20.3 Mbits/sec
2.0,3.0,1.99 MBytes,16.7 Mbits/sec
3.0,4.0,1018 KBytes,8.34 Mbits/sec
4.0,5.0,509 KBytes,4.17 Mbits/sec
5.0,6.0,509 KBytes,4.17 Mbits/sec
6.0,7.0,509 KBytes,4.17 Mbits/sec
7.0,8.0,509 KBytes,4.17 Mbits/sec
8.0,9.0,509 KBytes,4.17 Mbits/sec
9.0,10.0,1018 KBytes,8.35 Mbits/sec
10.0,11.0,509 KBytes,4.17 Mbits/sec
12.0,13.0,509 KBytes,4.17 Mbits/sec
14.0,15.0,509 KBytes,4.17 Mbits/sec
15.0,16.0,509 KBytes,4.17 Mbits/sec
17.0,18.0,509 KBytes,4.17 Mbits/sec
18.0,19.0,509 KBytes,4.17 Mbits/sec
19.0,20.0,509 KBytes,4.17 Mbits/sec
20.0,21.0,509 KBytes,4.17 Mbits/sec
21.0,22.0,509 KBytes,4.17 Mbits/sec
22.0,23.0,509 KBytes,4.17 Mbits/sec
24.0,25.0,509 KBytes,4.17 Mbits/sec
25.0,26.0,509 KBytes,4.17 Mbits/sec
26.0,27.0,509 KBytes,4.17 Mbits/sec
27.0,28.0,509 KBytes,4.17 Mbits/sec
29.0,30.0,509 KBytes,4.17 Mbits/sec
30.0,31.0,509 KBytes,4.17 Mbits/sec
31.0,31.95,509 KBytes,4.39 Mbits/sec
0.0,31.95,20.5 MBytes,5.38 Mbits/sec
0.0,31.99,19.1 MBytes,5.01 Mbits/sec
