start_time,end_time,transfer,bandwidth
0.0,1.0,402 KBytes,3.29 Mbits/sec
1.0,2.0,636 KBytes,5.21 Mbits/sec
2.0,3.0,764 KBytes,6.26 Mbits/sec
3.0,4.0,1018 KBytes,8.34 Mbits/sec
4.0,5.0,1.18 MBytes,9.90 Mbits/sec
5.0,6.0,1.30 MBytes,10.9 Mbits/sec
6.0,7.0,573 KBytes,4.69 Mbits/sec
7.0,8.0,764 KBytes,6.25 Mbits/sec
8.0,9.0,573 KBytes,4.69 Mbits/sec
9.0,10.0,573 KBytes,4.69 Mbits/sec
10.0,11.0,764 KBytes,6.26 Mbits/sec
11.0,12.0,764 KBytes,6.26 Mbits/sec
12.0,13.0,573 KBytes,4.69 Mbits/sec
13.0,13.44,382 KBytes,7.09 Mbits/sec
0.0,13.44,10.1 MBytes,6.29 Mbits/sec
0.0,13.51,9.68 MBytes,6.01 Mbits/sec
