start_time,end_time,transfer,bandwidth
0.0,1.0,662 KBytes,5.42 Mbits/sec
1.0,2.0,1018 KBytes,8.34 Mbits/sec
2.0,3.0,954 KBytes,7.82 Mbits/sec
3.0,4.0,954 KBytes,7.82 Mbits/sec
4.0,5.0,573 KBytes,4.69 Mbits/sec
5.0,6.0,382 KBytes,3.13 Mbits/sec
6.0,7.0,382 KBytes,3.13 Mbits/sec
7.0,8.0,573 KBytes,4.69 Mbits/sec
8.0,9.0,382 KBytes,3.13 Mbits/sec
9.0,10.0,382 KBytes,3.13 Mbits/sec
10.0,11.0,382 KBytes,3.13 Mbits/sec
11.0,12.0,191 KBytes,1.56 Mbits/sec
12.0,13.0,382 KBytes,3.13 Mbits/sec
13.0,14.0,382 KBytes,3.13 Mbits/sec
14.0,15.0,382 KBytes,3.13 Mbits/sec
15.0,16.0,382 KBytes,3.13 Mbits/sec
16.0,17.0,191 KBytes,1.56 Mbits/sec
17.0,18.0,191 KBytes,1.56 Mbits/sec
18.0,19.0,382 KBytes,3.13 Mbits/sec
19.0,20.0,382 KBytes,3.13 Mbits/sec
20.0,21.0,382 KBytes,3.13 Mbits/sec
21.0,21.65,382 KBytes,4.84 Mbits/sec
0.0,21.65,10.0 MBytes,3.89 Mbits/sec
0.0,21.89,9.56 MBytes,3.67 Mbits/sec
