start_time,end_time,transfer,bandwidth
0.0,1.0,635 KBytes,5.20 Mbits/sec
1.0,2.0,385 KBytes,3.15 Mbits/sec
2.0,3.0,325 KBytes,2.66 Mbits/sec
3.0,4.0,471 KBytes,3.86 Mbits/sec
4.0,5.0,445 KBytes,3.65 Mbits/sec
5.0,6.0,382 KBytes,3.13 Mbits/sec
6.0,7.0,509 KBytes,4.17 Mbits/sec
7.0,8.0,573 KBytes,4.69 Mbits/sec
8.0,9.0,509 KBytes,4.17 Mbits/sec
9.0,10.0,382 KBytes,3.13 Mbits/sec
10.0,11.0,382 KBytes,3.13 Mbits/sec
11.0,12.0,445 KBytes,3.65 Mbits/sec
12.0,13.0,573 KBytes,4.69 Mbits/sec
13.0,14.0,318 KBytes,2.61 Mbits/sec
14.0,15.0,318 KBytes,2.61 Mbits/sec
15.0,16.0,382 KBytes,3.13 Mbits/sec
16.0,17.0,573 KBytes,4.69 Mbits/sec
17.0,18.0,445 KBytes,3.65 Mbits/sec
18.0,19.0,445 KBytes,3.65 Mbits/sec
19.0,20.0,445 KBytes,3.65 Mbits/sec
20.0,21.0,509 KBytes,4.17 Mbits/sec
21.0,22.0,382 KBytes,3.13 Mbits/sec
22.0,22.89,509 KBytes,4.70 Mbits/sec
0.0,22.89,10.1 MBytes,3.70 Mbits/sec
0.0,22.92,9.90 MBytes,3.62 Mbits/sec
