start_time,end_time,transfer,bandwidth
0.0,1.0,399 KBytes,3.27 Mbits/sec
1.0,2.0,255 KBytes,2.09 Mbits/sec
2.0,3.0,208 KBytes,1.70 Mbits/sec
3.0,4.01,281 KBytes,2.29 Mbits/sec
4.01,5.0,260 KBytes,2.15 Mbits/sec
5.0,6.0,382 KBytes,3.13 Mbits/sec
6.0,7.0,515 KBytes,4.22 Mbits/sec
7.0,8.0,467 KBytes,3.82 Mbits/sec
8.0,9.0,318 KBytes,2.60 Mbits/sec
9.0,10.0,255 KBytes,2.08 Mbits/sec
10.0,11.0,191 KBytes,1.57 Mbits/sec
11.0,12.0,191 KBytes,1.56 Mbits/sec
12.0,13.0,318 KBytes,2.61 Mbits/sec
13.0,14.0,382 KBytes,3.13 Mbits/sec
14.0,15.0,573 KBytes,4.69 Mbits/sec
15.0,16.0,382 KBytes,3.13 Mbits/sec
16.0,17.0,509 KBytes,4.17 Mbits/sec
17.0,18.0,382 KBytes,3.13 Mbits/sec
18.0,19.0,255 KBytes,2.08 Mbits/sec
19.0,20.0,255 KBytes,2.09 Mbits/sec
20.0,21.0,382 KBytes,3.13 Mbits/sec
21.0,22.0,255 KBytes,2.09 Mbits/sec
22.0,23.0,255 KBytes,2.08 Mbits/sec
23.0,24.0,127 KBytes,1.04 Mbits/sec
24.0,25.0,382 KBytes,3.13 Mbits/sec
25.0,26.0,255 KBytes,2.08 Mbits/sec
26.0,27.0,382 KBytes,3.13 Mbits/sec
27.0,28.0,509 KBytes,4.17 Mbits/sec
28.0,29.0,255 KBytes,2.08 Mbits/sec
29.0,30.0,255 KBytes,2.08 Mbits/sec
30.0,31.0,382 KBytes,3.13 Mbits/sec
31.0,31.28,127 KBytes,3.68 Mbits/sec
0.0,31.28,10.1 MBytes,2.71 Mbits/sec
0.0,31.33,9.84 MBytes,2.63 Mbits/sec
