start_time,end_time,transfer,bandwidth
0.0,1.0,502 KBytes,4.11 Mbits/sec
1.0,2.0,396 KBytes,3.24 Mbits/sec
2.0,3.0,327 KBytes,2.68 Mbits/sec
3.0,4.0,392 KBytes,3.21 Mbits/sec
4.0,5.0,321 KBytes,2.63 Mbits/sec
5.0,6.0,338 KBytes,2.77 Mbits/sec
6.0,7.0,272 KBytes,2.22 Mbits/sec
7.0,8.0,351 KBytes,2.87 Mbits/sec
8.0,9.0,608 KBytes,4.98 Mbits/sec
9.0,10.0,509 KBytes,4.17 Mbits/sec
10.0,11.0,509 KBytes,4.17 Mbits/sec
11.0,12.0,509 KBytes,4.17 Mbits/sec
12.0,13.0,636 KBytes,5.21 Mbits/sec
13.0,14.0,509 KBytes,4.17 Mbits/sec
14.0,15.0,509 KBytes,4.17 Mbits/sec
15.0,16.0,509 KBytes,4.17 Mbits/sec
16.0,17.0,255 KBytes,2.08 Mbits/sec
17.0,18.0,509 KBytes,4.17 Mbits/sec
18.0,19.0,382 KBytes,3.13 Mbits/sec
19.0,20.0,382 KBytes,3.13 Mbits/sec
20.0,21.0,382 KBytes,3.13 Mbits/sec
21.0,22.0,509 KBytes,4.17 Mbits/sec
22.0,23.0,382 KBytes,3.13 Mbits/sec
23.0,24.0,382 KBytes,3.13 Mbits/sec
24.0,25.0,764 KBytes,6.25 Mbits/sec
25.0,26.0,636 KBytes,5.21 Mbits/sec
26.0,27.0,509 KBytes,4.17 Mbits/sec
27.0,28.0,636 KBytes,5.21 Mbits/sec
28.0,29.0,636 KBytes,5.21 Mbits/sec
29.0,30.0,509 KBytes,4.17 Mbits/sec
30.0,31.0,636 KBytes,5.21 Mbits/sec
31.0,32.0,509 KBytes,4.17 Mbits/sec
32.0,33.0,382 KBytes,3.13 Mbits/sec
33.0,34.0,509 KBytes,4.17 Mbits/sec
34.0,35.0,636 KBytes,5.21 Mbits/sec
35.0,36.0,382 KBytes,3.13 Mbits/sec
36.0,37.0,509 KBytes,4.17 Mbits/sec
37.0,38.0,255 KBytes,2.08 Mbits/sec
38.0,39.0,509 KBytes,4.17 Mbits/sec
39.0,40.0,509 KBytes,4.17 Mbits/sec
40.0,41.0,382 KBytes,3.13 Mbits/sec
41.0,42.0,382 KBytes,3.13 Mbits/sec
42.0,43.0,382 KBytes,3.13 Mbits/sec
43.0,44.0,382 KBytes,3.13 Mbits/sec
44.0,44.01,127 KBytes,178 Mbits/sec
0.0,44.01,20.1 MBytes,3.83 Mbits/sec
0.0,44.04,19.8 MBytes,3.78 Mbits/sec
