start_time,end_time,transfer,bandwidth
0.0,1.0,2.07 MBytes,17.4 Mbits/sec
1.0,2.0,1018 KBytes,8.34 Mbits/sec
2.0,3.0,255 KBytes,2.09 Mbits/sec
3.0,4.0,509 KBytes,4.17 Mbits/sec
4.0,5.0,509 KBytes,4.17 Mbits/sec
5.0,6.0,509 KBytes,4.17 Mbits/sec
6.0,7.0,509 KBytes,4.17 Mbits/sec
7.0,8.0,509 KBytes,4.17 Mbits/sec
8.0,9.0,255 KBytes,2.08 Mbits/sec
9.0,10.0,509 KBytes,4.17 Mbits/sec
10.0,11.0,255 KBytes,2.08 Mbits/sec
11.0,12.0,509 KBytes,4.17 Mbits/sec
12.0,13.0,509 KBytes,4.17 Mbits/sec
13.0,14.0,255 KBytes,2.08 Mbits/sec
14.0,15.0,255 KBytes,2.09 Mbits/sec
15.0,16.0,509 KBytes,4.17 Mbits/sec
16.0,17.0,255 KBytes,2.08 Mbits/sec
17.0,18.0,509 KBytes,4.17 Mbits/sec
18.0,18.94,509 KBytes,4.46 Mbits/sec
0.0,18.94,10.0 MBytes,4.44 Mbits/sec
0.0,18.97,9.36 MBytes,4.14 Mbits/sec
