start_time,end_time,transfer,bandwidth
0.0,1.0,481 KBytes,3.94 Mbits/sec
1.0,2.0,387 KBytes,3.17 Mbits/sec
2.0,3.0,577 KBytes,4.73 Mbits/sec
3.0,4.0,509 KBytes,4.17 Mbits/sec
4.0,5.0,382 KBytes,3.13 Mbits/sec
5.0,6.0,392 KBytes,3.21 Mbits/sec
6.0,7.0,588 KBytes,4.82 Mbits/sec
7.0,8.0,509 KBytes,4.17 Mbits/sec
8.0,9.0,382 KBytes,3.13 Mbits/sec
9.0,10.0,382 KBytes,3.13 Mbits/sec
10.0,11.0,382 KBytes,3.13 Mbits/sec
11.0,12.0,636 KBytes,5.21 Mbits/sec
12.0,13.0,509 KBytes,4.17 Mbits/sec
13.0,14.0,509 KBytes,4.17 Mbits/sec
14.0,15.0,382 KBytes,3.13 Mbits/sec
15.0,16.0,382 KBytes,3.13 Mbits/sec
16.0,17.0,509 KBytes,4.17 Mbits/sec
17.0,18.0,636 KBytes,5.21 Mbits/sec
18.0,19.0,509 KBytes,4.17 Mbits/sec
19.0,20.0,509 KBytes,4.17 Mbits/sec
20.0,21.0,382 KBytes,3.13 Mbits/sec
21.0,21.88,382 KBytes,3.56 Mbits/sec
0.0,21.88,10.1 MBytes,3.86 Mbits/sec
0.0,21.91,9.81 MBytes,3.76 Mbits/sec
